Year,State Name,Dist Name,BARLEY HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal)
1998,Uttar Pradesh,Buland Shahar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1999,Uttar Pradesh,Buland Shahar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2000,Uttar Pradesh,Buland Shahar,654.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,Uttar Pradesh,Buland Shahar,592.0,-1.0,-1.0,-1.0,-1.0,-1.0
2002,Uttar Pradesh,Buland Shahar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Uttar Pradesh,Buland Shahar,664.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Uttar Pradesh,Buland Shahar,-1.0,-1.0,570.0,-1.0,-1.0,640.0
2005,Uttar Pradesh,Buland Shahar,-1.0,-1.0,-1.0,-1.0,-1.0,754.0
2006,Uttar Pradesh,Buland Shahar,685.0,-1.0,-1.0,-1.0,-1.0,928.0
2007,Uttar Pradesh,Buland Shahar,953.0,-1.0,1073.0,-1.0,1875.0,1038.0
2008,Uttar Pradesh,Buland Shahar,959.0,-1.0,-1.0,-1.0,-1.0,-1.0
2009,Uttar Pradesh,Buland Shahar,1050.0,-1.0,969.0,-1.0,1744.0,1100.0
2010,Uttar Pradesh,Buland Shahar,1046.0,-1.0,-1.0,-1.0,-1.0,1158.0
2011,Uttar Pradesh,Buland Shahar,1147.0,-1.0,1000.0,-1.0,1706.0,1250.0
2012,Uttar Pradesh,Buland Shahar,1238.0,-1.0,1238.0,-1.0,1994.0,1359.0
2013,Uttar Pradesh,Buland Shahar,1214.0,-1.0,-1.0,-1.0,-1.0,1315.0
2014,Uttar Pradesh,Buland Shahar,1214.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016,Uttar Pradesh,Buland Shahar,1530.0,-1.0,-1.0,-1.0,-1.0,1590.0
1966,Uttar Pradesh,Aligarh,81.7,-1.0,63.1,-1.0,-1.0,109.3
1967,Uttar Pradesh,Aligarh,52.2,-1.0,92.8,-1.0,-1.0,77.2
1968,Uttar Pradesh,Aligarh,48.3,-1.0,59.9,-1.0,-1.0,78.3
1969,Uttar Pradesh,Aligarh,57.8,-1.0,59.5,-1.0,-1.0,89.9
1970,Uttar Pradesh,Aligarh,47.0,-1.0,49.1,-1.0,-1.0,74.9
1971,Uttar Pradesh,Aligarh,56.2,-1.0,51.6,-1.0,-1.0,78.5
1972,Uttar Pradesh,Aligarh,76.0,-1.0,69.8,75.0,-1.0,83.3
1973,Uttar Pradesh,Aligarh,108.8,-1.0,71.6,-1.0,-1.0,142.2
1974,Uttar Pradesh,Aligarh,-1.0,-1.0,163.6,-1.0,-1.0,-1.0
1975,Uttar Pradesh,Aligarh,56.5,-1.0,67.2,-1.0,-1.0,99.7
1976,Uttar Pradesh,Aligarh,81.3,-1.0,71.4,-1.0,-1.0,109.0
1977,Uttar Pradesh,Aligarh,78.4,-1.0,103.3,-1.0,-1.0,109.8
1978,Uttar Pradesh,Aligarh,76.2,-1.0,103.5,-1.0,-1.0,108.0
1979,Uttar Pradesh,Aligarh,103.9,-1.0,110.9,-1.0,-1.0,119.5
1980,Uttar Pradesh,Aligarh,112.8,-1.0,106.3,-1.0,-1.0,129.0
1981,Uttar Pradesh,Aligarh,105.3,-1.0,128.4,-1.0,-1.0,147.3
1982,Uttar Pradesh,Aligarh,118.0,-1.0,-1.0,-1.0,-1.0,156.3
1983,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1984,Uttar Pradesh,Aligarh,142.6,-1.0,106.8,-1.0,110.0,155.4
1985,Uttar Pradesh,Aligarh,132.6,-1.0,153.8,-1.0,-1.0,163.9
1986,Uttar Pradesh,Aligarh,127.5,-1.0,157.7,-1.0,-1.0,163.6
1987,Uttar Pradesh,Aligarh,198.3,-1.0,190.6,-1.0,-1.0,186.5
1988,Uttar Pradesh,Aligarh,165.6,-1.0,195.1,-1.0,-1.0,191.6
1989,Uttar Pradesh,Aligarh,188.8,-1.0,182.4,-1.0,-1.0,211.3
1990,Uttar Pradesh,Aligarh,237.0,-1.0,-1.0,-1.0,-1.0,249.0
1991,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1992,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1993,Uttar Pradesh,Aligarh,-1.0,-1.0,278.0,-1.0,361.0,-1.0
1994,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1995,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1998,Uttar Pradesh,Aligarh,-1.0,-1.0,487.0,-1.0,423.0,-1.0
1999,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2000,Uttar Pradesh,Aligarh,654.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,Uttar Pradesh,Aligarh,592.0,-1.0,-1.0,-1.0,-1.0,-1.0
2002,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Uttar Pradesh,Aligarh,664.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Uttar Pradesh,Aligarh,-1.0,-1.0,573.0,-1.0,-1.0,679.0
2005,Uttar Pradesh,Aligarh,-1.0,-1.0,-1.0,-1.0,-1.0,735.0
2006,Uttar Pradesh,Aligarh,908.0,-1.0,589.0,-1.0,953.0,706.0
2007,Uttar Pradesh,Aligarh,-1.0,-1.0,529.0,-1.0,1960.0,-1.0
2008,Uttar Pradesh,Aligarh,791.0,-1.0,696.0,-1.0,848.0,986.0
2009,Uttar Pradesh,Aligarh,858.0,-1.0,-1.0,-1.0,845.0,1046.0
2010,Uttar Pradesh,Aligarh,1050.0,-1.0,957.0,-1.0,2063.0,1097.0
2011,Uttar Pradesh,Aligarh,1201.0,-1.0,913.0,-1.0,1725.0,1145.0
2012,Uttar Pradesh,Aligarh,1034.0,-1.0,790.0,-1.0,2138.0,1100.0
2013,Uttar Pradesh,Aligarh,1355.0,-1.0,1201.0,-1.0,-1.0,1317.0
2014,Uttar Pradesh,Aligarh,1389.0,-1.0,1200.0,-1.0,-1.0,-1.0
2016,Uttar Pradesh,Aligarh,1545.0,-1.0,-1.0,-1.0,-1.0,1538.0
1966,Uttar Pradesh,Mathura,81.9,-1.0,-1.0,67.9,-1.0,116.6
1967,Uttar Pradesh,Mathura,53.7,-1.0,-1.0,84.0,-1.0,75.3
1968,Uttar Pradesh,Mathura,49.7,-1.0,-1.0,64.9,-1.0,78.6
1969,Uttar Pradesh,Mathura,54.1,-1.0,-1.0,69.3,-1.0,87.5
1970,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,56.2,-1.0,-1.0
1971,Uttar Pradesh,Mathura,55.2,-1.0,-1.0,54.4,-1.0,75.2
1972,Uttar Pradesh,Mathura,84.9,-1.0,-1.0,76.3,-1.0,78.5
1973,Uttar Pradesh,Mathura,115.1,-1.0,-1.0,86.8,-1.0,116.5
1974,Uttar Pradesh,Mathura,103.7,-1.0,-1.0,152.8,-1.0,141.5
1975,Uttar Pradesh,Mathura,57.0,-1.0,-1.0,78.9,-1.0,102.1
1976,Uttar Pradesh,Mathura,78.0,-1.0,-1.0,81.9,-1.0,111.4
1977,Uttar Pradesh,Mathura,91.6,-1.0,-1.0,119.5,-1.0,110.8
1978,Uttar Pradesh,Mathura,81.9,-1.0,-1.0,98.2,-1.0,112.3
1979,Uttar Pradesh,Mathura,108.8,-1.0,-1.0,117.6,-1.0,121.6
1980,Uttar Pradesh,Mathura,119.2,-1.0,-1.0,118.1,-1.0,133.2
1981,Uttar Pradesh,Mathura,111.2,-1.0,133.0,128.3,-1.0,154.4
1982,Uttar Pradesh,Mathura,126.9,-1.0,141.5,135.2,-1.0,160.2
1983,Uttar Pradesh,Mathura,125.0,-1.0,138.1,121.3,-1.0,142.6
1984,Uttar Pradesh,Mathura,153.9,-1.0,131.8,132.1,-1.0,156.5
1985,Uttar Pradesh,Mathura,136.0,-1.0,152.2,159.2,-1.0,167.3
1986,Uttar Pradesh,Mathura,128.4,-1.0,156.0,159.4,-1.0,168.1
1987,Uttar Pradesh,Mathura,196.4,-1.0,183.1,200.3,-1.0,194.3
1988,Uttar Pradesh,Mathura,196.0,-1.0,201.4,162.7,-1.0,209.2
1989,Uttar Pradesh,Mathura,203.2,-1.0,85.0,184.7,-1.0,211.3
1990,Uttar Pradesh,Mathura,280.0,-1.0,195.0,187.0,-1.0,275.0
1991,Uttar Pradesh,Mathura,264.0,-1.0,287.0,360.0,264.0,331.0
1992,Uttar Pradesh,Mathura,244.0,-1.0,296.0,217.0,306.0,317.0
1993,Uttar Pradesh,Mathura,340.0,-1.0,275.0,248.0,-1.0,385.0
1994,Uttar Pradesh,Mathura,-1.0,-1.0,347.0,329.0,-1.0,-1.0
1995,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Mathura,523.0,-1.0,-1.0,-1.0,-1.0,590.0
1997,Uttar Pradesh,Mathura,439.0,-1.0,414.0,378.0,434.0,497.0
1998,Uttar Pradesh,Mathura,463.0,-1.0,460.0,432.0,438.0,546.0
1999,Uttar Pradesh,Mathura,537.0,-1.0,631.0,506.0,487.0,589.0
2000,Uttar Pradesh,Mathura,654.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,Uttar Pradesh,Mathura,592.0,-1.0,-1.0,-1.0,-1.0,-1.0
2002,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Uttar Pradesh,Mathura,664.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,1317.0,-1.0
2008,Uttar Pradesh,Mathura,900.0,-1.0,-1.0,-1.0,1263.0,1069.0
2009,Uttar Pradesh,Mathura,894.0,-1.0,-1.0,-1.0,-1.0,-1.0
2010,Uttar Pradesh,Mathura,1088.0,-1.0,-1.0,-1.0,-1.0,-1.0
2011,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Mathura,1141.0,-1.0,-1.0,-1.0,1359.0,1373.0
2013,Uttar Pradesh,Mathura,1155.0,-1.0,-1.0,-1.0,-1.0,-1.0
2014,Uttar Pradesh,Mathura,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2015,Uttar Pradesh,Mathura,1432.0,-1.0,-1.0,-1.0,-1.0,1499.0
2016,Uttar Pradesh,Mathura,1520.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Uttar Pradesh,Agra,102.3,-1.0,-1.0,72.9,-1.0,-1.0
1967,Uttar Pradesh,Agra,51.8,-1.0,-1.0,84.7,-1.0,-1.0
1968,Uttar Pradesh,Agra,52.2,-1.0,-1.0,56.3,-1.0,-1.0
1969,Uttar Pradesh,Agra,60.6,-1.0,-1.0,64.3,-1.0,-1.0
1970,Uttar Pradesh,Agra,49.1,-1.0,-1.0,57.0,-1.0,-1.0
1971,Uttar Pradesh,Agra,60.8,-1.0,-1.0,56.4,-1.0,-1.0
1972,Uttar Pradesh,Agra,79.1,-1.0,-1.0,78.8,-1.0,-1.0
1973,Uttar Pradesh,Agra,113.4,-1.0,-1.0,80.3,-1.0,136.5
1974,Uttar Pradesh,Agra,114.0,-1.0,-1.0,154.0,-1.0,149.8
1975,Uttar Pradesh,Agra,59.3,-1.0,-1.0,-1.0,-1.0,102.5
1976,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,87.6,-1.0,-1.0
1977,Uttar Pradesh,Agra,89.0,-1.0,-1.0,113.8,-1.0,120.1
1978,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,80.4,-1.0,-1.0
1979,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1980,Uttar Pradesh,Agra,119.4,-1.0,-1.0,125.9,-1.0,140.7
1981,Uttar Pradesh,Agra,120.1,-1.0,-1.0,-1.0,-1.0,165.6
1982,Uttar Pradesh,Agra,141.8,-1.0,-1.0,-1.0,-1.0,172.6
1983,Uttar Pradesh,Agra,141.1,-1.0,-1.0,-1.0,-1.0,144.5
1984,Uttar Pradesh,Agra,153.8,-1.0,-1.0,-1.0,-1.0,168.3
1985,Uttar Pradesh,Agra,141.2,-1.0,-1.0,-1.0,-1.0,171.0
1986,Uttar Pradesh,Agra,143.9,-1.0,-1.0,-1.0,-1.0,171.4
1987,Uttar Pradesh,Agra,192.7,-1.0,-1.0,-1.0,-1.0,204.4
1988,Uttar Pradesh,Agra,179.3,-1.0,-1.0,-1.0,-1.0,223.8
1989,Uttar Pradesh,Agra,206.1,-1.0,-1.0,-1.0,-1.0,212.9
1990,Uttar Pradesh,Agra,291.0,-1.0,-1.0,-1.0,-1.0,292.0
1991,Uttar Pradesh,Agra,312.0,-1.0,-1.0,-1.0,-1.0,360.0
1992,Uttar Pradesh,Agra,267.0,-1.0,-1.0,-1.0,-1.0,325.0
1993,Uttar Pradesh,Agra,406.0,-1.0,-1.0,-1.0,-1.0,451.0
1994,Uttar Pradesh,Agra,374.0,-1.0,-1.0,-1.0,-1.0,394.0
1995,Uttar Pradesh,Agra,334.0,-1.0,-1.0,-1.0,-1.0,394.0
1996,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,-1.0,-1.0,597.0
1997,Uttar Pradesh,Agra,452.0,-1.0,-1.0,-1.0,-1.0,494.0
1998,Uttar Pradesh,Agra,463.0,-1.0,-1.0,-1.0,-1.0,552.0
1999,Uttar Pradesh,Agra,559.0,-1.0,-1.0,-1.0,-1.0,604.0
2000,Uttar Pradesh,Agra,573.0,-1.0,-1.0,-1.0,-1.0,759.0
2001,Uttar Pradesh,Agra,519.0,-1.0,-1.0,-1.0,-1.0,762.0
2002,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,583.0,-1.0,-1.0
2003,Uttar Pradesh,Agra,664.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,-1.0,-1.0,662.0
2005,Uttar Pradesh,Agra,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006,Uttar Pradesh,Agra,818.0,-1.0,-1.0,-1.0,-1.0,838.0
2007,Uttar Pradesh,Agra,910.0,-1.0,-1.0,-1.0,-1.0,1054.0
2008,Uttar Pradesh,Agra,1034.0,-1.0,-1.0,-1.0,-1.0,-1.0
2009,Uttar Pradesh,Agra,922.0,-1.0,-1.0,-1.0,-1.0,1078.0
2010,Uttar Pradesh,Agra,1011.0,-1.0,-1.0,-1.0,-1.0,1133.0
2011,Uttar Pradesh,Agra,1143.0,-1.0,-1.0,-1.0,1277.0,1202.0
2012,Uttar Pradesh,Agra,1276.0,-1.0,-1.0,-1.0,2060.0,1394.0
2013,Uttar Pradesh,Agra,1235.0,-1.0,-1.0,1131.0,1261.0,1224.0
2014,Uttar Pradesh,Agra,1265.0,-1.0,-1.0,1261.0,1291.0,-1.0
2015,Uttar Pradesh,Agra,-1.0,-1.0,1170.0,1240.0,1560.0,1528.0
2016,Uttar Pradesh,Agra,1502.0,-1.0,-1.0,-1.0,1580.0,1579.0
1966,Uttar Pradesh,Mainpuri,-1.0,-1.0,58.2,68.7,-1.0,113.6
1967,Uttar Pradesh,Mainpuri,-1.0,-1.0,89.2,85.7,-1.0,77.4
1968,Uttar Pradesh,Mainpuri,-1.0,-1.0,51.7,49.8,-1.0,79.5
1969,Uttar Pradesh,Mainpuri,-1.0,-1.0,56.8,60.6,-1.0,-1.0
1970,Uttar Pradesh,Mainpuri,-1.0,-1.0,45.9,51.2,-1.0,71.7
1971,Uttar Pradesh,Mainpuri,-1.0,-1.0,50.4,55.8,-1.0,73.9
1972,Uttar Pradesh,Mainpuri,-1.0,-1.0,67.6,67.2,-1.0,77.1
1973,Uttar Pradesh,Mainpuri,-1.0,-1.0,73.6,-1.0,-1.0,-1.0
1974,Uttar Pradesh,Mainpuri,142.6,-1.0,174.6,-1.0,-1.0,162.5
1975,Uttar Pradesh,Mainpuri,70.3,-1.0,72.1,73.5,-1.0,98.3
1976,Uttar Pradesh,Mainpuri,72.0,-1.0,74.5,76.2,-1.0,93.3
1977,Uttar Pradesh,Mainpuri,79.5,-1.0,101.3,111.0,-1.0,107.6
1978,Uttar Pradesh,Mainpuri,80.1,-1.0,96.0,90.8,-1.0,103.1
1979,Uttar Pradesh,Mainpuri,104.0,-1.0,102.9,122.0,-1.0,123.4
1980,Uttar Pradesh,Mainpuri,108.1,-1.0,125.8,140.3,-1.0,127.1
1981,Uttar Pradesh,Mainpuri,112.2,-1.0,132.3,121.1,108.5,143.1
1982,Uttar Pradesh,Mainpuri,125.6,-1.0,154.8,167.7,121.7,162.5
1983,Uttar Pradesh,Mainpuri,113.6,-1.0,123.6,126.9,128.2,138.6
1984,Uttar Pradesh,Mainpuri,132.3,-1.0,98.4,106.6,125.8,152.2
1985,Uttar Pradesh,Mainpuri,135.7,-1.0,144.9,149.5,120.6,156.5
1986,Uttar Pradesh,Mainpuri,-1.0,-1.0,153.4,144.4,140.3,-1.0
1987,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1988,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1989,Uttar Pradesh,Mainpuri,-1.0,-1.0,169.0,157.8,176.3,-1.0
1990,Uttar Pradesh,Mainpuri,244.0,-1.0,-1.0,-1.0,-1.0,258.0
1991,Uttar Pradesh,Mainpuri,264.0,-1.0,280.0,-1.0,243.0,314.0
1992,Uttar Pradesh,Mainpuri,265.0,-1.0,229.0,-1.0,251.0,302.0
1993,Uttar Pradesh,Mainpuri,319.0,-1.0,266.0,-1.0,266.0,345.0
1994,Uttar Pradesh,Mainpuri,-1.0,-1.0,333.0,-1.0,296.0,-1.0
1995,Uttar Pradesh,Mainpuri,320.0,-1.0,340.0,-1.0,316.0,384.0
1996,Uttar Pradesh,Mainpuri,416.0,-1.0,402.0,-1.0,363.0,529.0
1997,Uttar Pradesh,Mainpuri,437.0,-1.0,348.0,-1.0,316.0,491.0
1998,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1999,Uttar Pradesh,Mainpuri,518.0,-1.0,-1.0,-1.0,-1.0,568.0
2000,Uttar Pradesh,Mainpuri,565.0,-1.0,537.0,598.0,-1.0,672.0
2001,Uttar Pradesh,Mainpuri,511.0,-1.0,490.0,478.0,-1.0,675.0
2002,Uttar Pradesh,Mainpuri,-1.0,-1.0,470.0,437.0,-1.0,-1.0
2003,Uttar Pradesh,Mainpuri,664.0,-1.0,505.0,529.0,-1.0,-1.0
2004,Uttar Pradesh,Mainpuri,-1.0,-1.0,453.0,529.0,-1.0,619.0
2006,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Uttar Pradesh,Mainpuri,1034.0,-1.0,-1.0,-1.0,-1.0,-1.0
2009,Uttar Pradesh,Mainpuri,894.0,-1.0,911.0,-1.0,873.0,-1.0
2010,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,1120.0
2011,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2013,Uttar Pradesh,Mainpuri,1202.0,-1.0,-1.0,-1.0,-1.0,1414.0
2014,Uttar Pradesh,Mainpuri,1237.0,-1.0,-1.0,-1.0,-1.0,-1.0
2015,Uttar Pradesh,Mainpuri,-1.0,-1.0,-1.0,-1.0,-1.0,1458.0
2016,Uttar Pradesh,Mainpuri,1510.0,-1.0,1256.0,-1.0,1350.0,1560.0
1966,Uttar Pradesh,Etah,84.4,-1.0,63.7,-1.0,-1.0,106.0
1967,Uttar Pradesh,Etah,48.3,-1.0,87.4,-1.0,-1.0,75.8
1968,Uttar Pradesh,Etah,45.6,-1.0,50.2,-1.0,-1.0,76.4
1969,Uttar Pradesh,Etah,53.7,-1.0,59.6,-1.0,-1.0,92.0
1970,Uttar Pradesh,Etah,47.6,-1.0,45.9,-1.0,-1.0,75.2
1971,Uttar Pradesh,Etah,-1.0,-1.0,51.1,-1.0,-1.0,-1.0
1972,Uttar Pradesh,Etah,-1.0,-1.0,65.2,-1.0,-1.0,-1.0
1973,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1974,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1975,Uttar Pradesh,Etah,52.2,-1.0,68.0,-1.0,-1.0,95.2
1976,Uttar Pradesh,Etah,75.2,-1.0,-1.0,-1.0,-1.0,103.3
1977,Uttar Pradesh,Etah,70.4,-1.0,101.2,-1.0,-1.0,107.8
1978,Uttar Pradesh,Etah,85.0,-1.0,-1.0,-1.0,-1.0,104.3
1979,Uttar Pradesh,Etah,102.3,-1.0,-1.0,-1.0,-1.0,117.0
1980,Uttar Pradesh,Etah,109.8,-1.0,104.0,-1.0,-1.0,127.5
1981,Uttar Pradesh,Etah,-1.0,-1.0,127.4,-1.0,-1.0,-1.0
1982,Uttar Pradesh,Etah,137.3,-1.0,146.1,130.0,-1.0,166.6
1983,Uttar Pradesh,Etah,121.1,-1.0,125.2,124.9,-1.0,136.3
1984,Uttar Pradesh,Etah,136.6,-1.0,102.7,103.4,-1.0,151.4
1985,Uttar Pradesh,Etah,-1.0,-1.0,145.7,146.2,-1.0,-1.0
1986,Uttar Pradesh,Etah,117.7,-1.0,157.9,150.8,-1.0,159.6
1987,Uttar Pradesh,Etah,183.4,-1.0,189.6,175.8,-1.0,184.0
1988,Uttar Pradesh,Etah,-1.0,-1.0,182.0,-1.0,-1.0,-1.0
1989,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1990,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1991,Uttar Pradesh,Etah,256.0,-1.0,298.0,299.0,250.0,328.0
1992,Uttar Pradesh,Etah,-1.0,-1.0,235.0,194.0,204.0,-1.0
1993,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1994,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1995,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1998,Uttar Pradesh,Etah,462.0,-1.0,-1.0,-1.0,-1.0,514.0
1999,Uttar Pradesh,Etah,521.0,-1.0,592.0,-1.0,429.0,529.0
2000,Uttar Pradesh,Etah,600.0,-1.0,531.0,441.0,-1.0,656.0
2001,Uttar Pradesh,Etah,543.0,-1.0,484.0,353.0,-1.0,658.0
2002,Uttar Pradesh,Etah,-1.0,-1.0,464.0,323.0,-1.0,-1.0
2003,Uttar Pradesh,Etah,664.0,-1.0,499.0,391.0,-1.0,-1.0
2004,Uttar Pradesh,Etah,-1.0,-1.0,443.0,391.0,483.0,543.0
2005,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006,Uttar Pradesh,Etah,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Etah,-1.0,-1.0,110.0,-1.0,549.0,-1.0
2008,Uttar Pradesh,Etah,1034.0,-1.0,-1.0,-1.0,-1.0,-1.0
2009,Uttar Pradesh,Etah,777.0,-1.0,890.0,-1.0,1033.0,1016.0
2010,Uttar Pradesh,Etah,940.0,-1.0,843.0,-1.0,-1.0,1038.0
2011,Uttar Pradesh,Etah,943.0,-1.0,888.0,-1.0,920.0,1153.0
2012,Uttar Pradesh,Etah,-1.0,-1.0,1144.0,-1.0,1180.0,1206.0
2013,Uttar Pradesh,Etah,1212.0,-1.0,1259.0,1215.0,1205.0,1416.0
2014,Uttar Pradesh,Etah,-1.0,-1.0,1211.0,1289.0,1123.0,-1.0
2015,Uttar Pradesh,Etah,1394.0,-1.0,1265.0,-1.0,1580.0,1553.0
2016,Uttar Pradesh,Etah,1510.0,-1.0,-1.0,-1.0,-1.0,1524.0
1966,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,69.5,59.6,113.3
1967,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,74.1,58.9,74.0
1968,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,48.9,48.2,80.3
1969,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,61.1,54.8,82.5
1970,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,48.7,51.5,73.0
1971,Uttar Pradesh,Bareilly,-1.0,-1.0,49.7,57.8,52.1,-1.0
1972,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,67.4,86.0
1973,Uttar Pradesh,Bareilly,-1.0,-1.0,76.9,74.0,68.0,138.0
1974,Uttar Pradesh,Bareilly,-1.0,-1.0,136.6,119.1,93.5,134.1
1975,Uttar Pradesh,Bareilly,-1.0,-1.0,75.2,72.3,71.6,95.2
1976,Uttar Pradesh,Bareilly,-1.0,-1.0,66.7,78.4,72.3,111.8
1977,Uttar Pradesh,Bareilly,-1.0,-1.0,86.0,97.4,88.8,111.8
1978,Uttar Pradesh,Bareilly,-1.0,-1.0,86.8,95.6,102.5,107.5
1979,Uttar Pradesh,Bareilly,-1.0,-1.0,118.8,117.5,150.8,116.6
1980,Uttar Pradesh,Bareilly,-1.0,-1.0,104.3,109.0,112.7,127.3
1981,Uttar Pradesh,Bareilly,-1.0,-1.0,120.6,114.4,125.9,142.4
1982,Uttar Pradesh,Bareilly,-1.0,-1.0,134.6,133.1,144.4,165.5
1983,Uttar Pradesh,Bareilly,-1.0,-1.0,125.4,126.2,143.8,140.6
1984,Uttar Pradesh,Bareilly,-1.0,-1.0,124.7,116.7,143.5,144.0
1985,Uttar Pradesh,Bareilly,-1.0,-1.0,137.8,114.8,146.5,148.1
1986,Uttar Pradesh,Bareilly,-1.0,-1.0,147.4,-1.0,-1.0,158.5
1987,Uttar Pradesh,Bareilly,-1.0,-1.0,166.0,163.1,218.5,177.5
1988,Uttar Pradesh,Bareilly,-1.0,-1.0,199.5,189.6,205.9,185.1
1989,Uttar Pradesh,Bareilly,-1.0,-1.0,180.9,153.5,228.1,203.2
1990,Uttar Pradesh,Bareilly,-1.0,-1.0,185.0,202.0,230.0,226.0
1991,Uttar Pradesh,Bareilly,-1.0,-1.0,274.0,285.0,299.0,293.0
1992,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1993,Uttar Pradesh,Bareilly,-1.0,-1.0,305.0,-1.0,-1.0,-1.0
